"x","y"
NA,NA
0.486431367167664,0.31766946427276
0.260470051806981,0.193343468582677
0.255742827636255,0.240615710289933
0.454758965223803,0.267088165645996
NA,NA
0.390941438919007,0.318142186689833
0.478395086077431,0.075162864314537
NA,NA
0.761083091486821,0.341778307543461
0.73130157921125,0.200434304838765
0.314833129770325,0.0737446970633193
0.294506065836205,0.214615977350942
0.679774835750341,0.24014298787286
0.355959980055638,0.0486904089584737
0.673156721911325,0.0983262627510924
0.216979589436305,0.270397222565504
0.678356668499123,0.193343468582677
0.782828322672159,0.0406541278682402
0.528503662287122,0.0727992522291742
0.602248359350441,0.0992717075852376
0.414577559772635,0.0874536471584236
0.592321188591918,0.271342667399649
NA,NA
0.441050015128698,0.282215282992318
0.598939302430933,0.366832595648306
0.665120440821092,0.300651457258148
NA,NA
0.486431367167664,0.371559819819032
0.315305852187397,0.115816992182777
0.566794178069999,0.308687738348382
0.769119372577055,0.249124713797239
0.394250495838515,0.29356062100206
0.498249427594478,0.27512444673623
0.261415496641126,0.139925835453478
0.153634785548582,0.33610563853859
0.735083358547831,0.293087898584987
0.774319319164853,0.124325995690083
0.306796848680091,0.297815122755713
0.384323325079991,0.0865082023242785
0.760137646652676,0.0850900350730608
0.74973775347708,0.0425450175365304
NA,NA
NA,NA
0.161671066638815,0.112035212846197
NA,NA
NA,NA
0.732247024045395,0.359269036975146
NA,NA
NA,NA
0.375814321572685,0.262360941475271
0.485958644750592,0.047272241707256
NA,NA
0.51526743460909,0.0510540210438365
0.73130157921125,0.168761902894904
0.15883473213638,0.233052151616772
0.752101365562443,0.132834999197389
0.684502059921067,0.259051884555763
0.175852739150992,0.18105268573879
0.223597703275321,0.086980924741351
0.373923431904395,0.132834999197389
0.449559018636004,0.312469517684962
