"x","y"
0.369559962330014,0.291483913950434
0.219133442452023,0.100978355904257
0.348219175772929,0.271184141371743
0.693315309610675,0.422131168238932
0.612636726285108,0.115552551601779
0.30709912362635,0.30709912362635
0.53039662199195,0.141057394072442
0.280032760188095,0.340411570934971
0.42056964727134,0.327919403194238
0.233707638149544,0.30345557470197
0.576201237041304,0.343014105880957
NA,NA
0.587652390803643,0.311783686529125
0.477825416083033,0.316988756421097
NA,NA
NA,NA
0.264938057501377,0.332603966097013
0.465853755331497,0.153549561813175
NA,NA
NA,NA
NA,NA
0.311783686529125,0.186341502132599
0.35914982254607,0.172287813424274
0.312304193518322,0.291483913950434
0.535601691883922,0.175931362348655
0.239433215030714,0.293045434918025
0.321152812334674,0.326357882226647
0.482509978985807,0.301373546745181
0.195190120948951,0.405474944584621
0.684466690794322,0.372162497276
NA,NA
0.352383231686507,0.254527917717432
0.196231134927346,0.119716607515357
0.412241535444185,0.306578616637153
0.634498019831391,0.197792655894937
0.26233552255539,0.201436204819318
0.572557688116924,0.367998441362423
0.562668055322177,0.282114788144884
NA,NA
0.312824700507519,0.365395906416437
NA,NA
0.641264610690955,0.233707638149544
0.225379526322389,0.283676309112476
0.399228860714255,0.207161781700487
0.209243809657276,0.32948092416183
0.496563667694132,0.392462269854691
0.501248230596907,0.357588301578479
0.198313162884134,0.358629315556873
0.268581606425757,0.319591291367083
0.384134158027536,0.151988040845583
0.506453300488879,0.233187131160347
NA,NA
0.49500214672654,0.335206501042999
NA,NA
0.60482912144715,0.296688983842406
NA,NA
0.347698668783732,0.345616640826943
0.419008126303749,0.261815015566193
0.330001431151027,0.104101397839441
0.307619630615547,0.140536887083245
0.388818720930311,0.366436920394831
0.451279559633975,0.111909002677399
