"x","y"
0.25083576207698,0.325105568725472
0.656750617281628,0.293342380976431
NA,NA
0.416658286355058,0.122381693974244
NA,NA
0.377888513073142,0.339118739791225
0.643204551918067,0.30875686914876
0.344256902515334,0.326506885832047
0.451691214019441,0.310158186255335
0.239158119522186,0.345658219621909
0.450289896912866,0.114908002739175
NA,NA
0.390967472734511,0.135927759337805
0.449822791210674,0.14526987338164
0.3802240415841,0.312026609064102
0.411987229333141,0.383960887201635
0.428335928909853,0.371349033242457
0.647408503237793,0.340052951195608
0.271388412973418,0.353131910856978
0.220940997136707,0.281197632719445
0.392835895543278,0.111638262823833
NA,NA
0.464303067978619,0.297079226593965
0.332112154258348,0.32463846302328
0.392835895543278,0.36153981349643
0.407783278013415,0.360605602092046
NA,NA
0.531566289094234,0.334914788471499
NA,NA
0.448421474104099,0.132658019422463
0.347526642430677,0.325572674427663
0.346125325324101,0.287270006847938
0.608171624253684,0.326039780129855
0.473645182022454,0.124250116783011
0.534836029009576,0.358270073581087
0.418059603461634,0.3405200568978
0.221875208541091,0.292408169572048
0.354066122261361,0.294743698083007
0.669362471240806,0.321835828810129
NA,NA
0.252237079183556,0.281664738421637
NA,NA
0.53063207768985,0.328375308640814
0.449822791210674,0.103230360184381
0.296145015189582,0.293809486678623
0.328842414343006,0.281664738421637
0.225612054158625,0.301750283615883
NA,NA
NA,NA
0.540441297435877,0.297546332296157
0.386296415712593,0.275125258590952
0.386296415712593,0.352664805154786
0.284467372634788,0.313895031872869
0.645072974726834,0.351263488048211
NA,NA
0.40918459511999,0.326039780129855
NA,NA
0.248500233566021,0.335381894173691
0.705796716011764,0.352197699452594
0.584816339144095,0.315763454681636
0.307822657744376,0.341921374004375
0.409651700822182,0.288204218252322
