"","D1","D2","D3","D4","D5"
"1",0.597573370926571,0.188738460846697,0.00594073790641892,-0.113236184156419,-0.111501658273584
"2",-0.898275655933124,0.455343408322494,-0.187834932057709,0.0862238658973604,-0.0988660307887323
"3",0.277180247455049,-0.322502229081356,-0.195619446619061,0.498128799612057,-0.247364180187187
"4",-0.447095841129277,-0.255433830687598,0.396365224261817,0.0779930904855424,0.139053726643839
"5",0.265381961872587,0.378041711135806,0.211249551437265,0.266797389452234,0.119771736312669
"6",0.526274481606379,0.226111914640332,-0.233168008395033,-0.126846202975516,-0.01683910335043
"7",-0.866858781122947,0.295776835528933,-0.079744666928388,0.0255241326346878,-0.0624646140819983
"8",0.555321924632423,-0.0826356833848157,0.0643786028046628,0.292604103529049,-0.0203409588545239
"9",0.336582101194443,0.31524145690956,-0.0983507307489412,-0.163071768426554,-0.0751080574655692
"10",0.232826478225659,-0.251409432190886,-0.126601331831471,0.476311356134182,-0.283063564169248
"11",-0.459482027451831,-0.0916224346556769,0.488270788106492,-0.392429197105207,0.0585109967068341
"12",-0.436447162380693,-0.0453834276481421,0.110943819456861,0.546307486509301,-0.105980925067397
"13",-0.408548169188278,-0.207209233175544,0.276394463040159,-0.0864074559761606,0.257349515581829
"14",-0.410103297597883,-0.256494929943226,0.43089339141881,0.0216850516568466,0.120256796655666
"15",0.514246965768946,0.363730030290231,-0.0132751313892937,-0.120832814405371,0.19570660623778
"16",-0.177773145355155,-0.111054283585955,0.433058998095239,-0.0870069292020512,-0.381349163463225
"17",-0.0908815825846536,-0.110308009620709,0.452295359193542,-0.0887005248548324,-0.328930539556641
"18",-0.703931660044108,0.366907762608417,-0.338612019184838,0.0632904482302415,-0.0875010429351899
"19",0.625477738227693,0.28196652901666,0.00858222509514751,-0.109583999363998,0.0446763430766453
"20",0.0871278924935161,-0.647741249793884,-0.00967102690705756,-0.192045122879204,0.185566132949634
"21",-0.776733903194042,-0.0138710653934306,0.11791042924016,-0.0289882763164839,0.179040895697959
"22",0.339655568711567,0.475157307557999,-0.0701176621384564,-0.0162233144953117,0.0100066315789779
"23",0.29724942644229,0.475909807959673,-0.0323469450770561,-0.0174083519639165,0.0559235409510438
"24",0.656785517341722,0.217641843868418,0.107006068613571,0.0442555231230941,0.0485813033766025
"25",0.36005367345447,0.265729888235165,0.0683619977361769,-0.0822528351269343,0.087459428701697
"26",0.333032526612141,-0.101619742515815,-0.0522307952459649,0.532627175809494,0.00681597918460338
"27",-0.325312309705664,0.163369981023403,0.401802982769419,-0.0222016649213138,-0.255016080620577
"28",0.290094423862766,0.368117028569006,-0.29235850192316,-0.255421597751962,-0.0875346764375386
"29",0.0843690286374089,-0.850443913010641,-0.0900361326218728,0.0771998811233059,0.311411611731993
"30",-0.0507691255799989,-0.601260523052947,0.321820299340002,0.0947587115093139,0.285130115665209
