"","D1","D2","D3","D4","D5"
"31",0.597669597308786,0.203496262945206,0.224600031205426,0.0483446858764628,0.0996260180546209
"32",0.486264080744369,0.232100885534329,-0.0497896736447606,-0.0822011008244678,-0.025846822931461
"33",-0.791401328581004,0.368267165717316,-0.294529415542812,0.121197644342,-0.112628612046332
"34",-0.515002934622419,-0.0954636629965881,0.356121771545673,-0.00509815587646099,0.211288870765781
"35",-0.569254276487326,0.083615107436524,-0.41737923684553,-0.0621600835364293,-0.246018948362501
"36",0.353915049090294,0.390349893502961,-0.134297115266729,-0.090468219523506,0.241085297338018
"37",0.103606505811412,-0.738060988624691,-0.0530395173925408,-0.192486923210103,-0.0570556390155608
"38",0.204669338849168,-0.426966529372772,-0.426933931251718,-0.20165854986562,-0.349214175397128
"39",-0.749486844848476,0.0759919791378922,-0.223561965419095,-0.252012999082847,0.145980226067501
"40",0.0513704926871207,0.00601059633718863,0.187391668852155,-0.335327264052972,-0.452541420728917
"41",0.388344409653916,-0.499133152055979,-0.310943311268581,-0.234008137203265,-0.199498133178826
"42",-0.509846423406009,0.189828587260989,-0.314383417860322,-0.3048676036387,0.0741018773747174
"43",0.0388813327774989,-0.722415450428514,-0.0461212727550842,-0.0427847278982395,-0.0102477872307622
"44",-0.633538254034242,-0.0434471091871923,0.275374187581192,0.127129541759012,0.104915766424621
"45",0.246157658329492,-0.603156649669578,-0.211623848516382,-0.291897322797012,-0.174097283024988
"46",0.030845466888098,-0.681285712910676,-0.313885542644424,-0.0113559741203269,0.249931124839796
"47",-0.0842200038769874,-0.620874969747198,-0.288606829831515,-0.0288569182335051,0.219460231502537
"48",-0.106490319382334,-0.695032742341509,-0.246648903910759,0.230805389868376,0.196167439580186
"49",-0.108555271193454,0.00965633612806591,0.420562204513005,-0.023866696691315,-0.263659803514049
"50",0.197184530536215,0.531800384066411,-0.189193604418394,-0.00364880212473294,0.0731266423321399
"51",0.0163348152994944,0.346187552376873,0.0379955223118942,0.365412887791992,0.40292789008753
"52",0.318036188359828,0.44669771481517,-0.0579487439122766,0.0739930853570309,0.0125903591542925
"53",0.430364964257397,-0.461993158413928,-0.318321404776451,-0.196933569417428,-0.145130673599687
"54",-0.801270309690532,0.452598284863476,-0.151264925049322,0.0386526001723846,-0.0330079776790973
"55",0.591531860879146,0.30421718286708,0.056036958013174,-0.10317638926677,0.0568960616196915
"56",0.340790741966049,-0.119962663335689,0.00628249434059374,0.487440157647541,-0.241740916714691
"57",0.571643326314203,0.0879432892605657,0.0654156642933992,0.01163694469707,0.0833299115150176
"58",0.334522387645321,0.184330229359155,0.235164943100351,0.101771965233505,0.315915670063904
"59",-0.656139347438379,0.120842065848532,-0.217002923243362,0.01787338285106,0.0309553946401705
"60",-0.632092428745934,0.502136176122591,-0.213457526812835,-0.0792828307988949,0.0588160648886332
"61",0.185881179137491,0.00952219300197233,0.442566698709136,-0.270554382588176,-0.100151802628138
"62",0.342263149573893,0.273406923729904,0.0961133584494524,-0.0126624106311433,-0.109675615998174
