"Abraham Lincoln","Adolf Hitler","Albert Einstein","Alexander the Great","Andrew Jackson","Barack Obama","Benito Mussolini","Benjamin Franklin","Bill Clinton","Bill Gates","Charlemagne","Christopher Columbus","Cleopatra","Constantine the Great","Dwight D. Eisenhower","Elizabeth I of England","Elizabeth II","Fidel Castro","Franklin D. Roosevelt","Gautama Buddha","Genghis Khan","George H. W. Bush","George W. Bush","George Washington","Harry Truman","Henry Ford","Henry VIII of England","Hillary Clinton","Jesus Christ","Joan of Arc","John Adams","John F. Kennedy","Joseph Stalin","Julius Caesar","Karl Marx","Lyndon B. Johnson","Mahatma Gandhi","Malcolm X","Mao Zedong","Margaret Thatcher","Martin Luther King Jr.","Mikhail Gorbachev","Mother Teresa","Napoleon Bonaparte","Nelson Mandela","Pope Francis","Pope John Paul II","Prophet Muhammad","Queen Victoria","Richard Nixon","Robert E. Lee","Ronald Reagan","Rosa Parks","Saddam Hussein","Theodore Roosevelt","Thomas Edison","Thomas Jefferson","Ulysses S. Grant","Vladimir Lenin","Vladimir Putin","Winston Churchill","Woodrow Wilson"
0,0.41350699512904,0.138530041464704,0.15824555535353,0.0986328776457641,0.412239739777024,0.346686638609704,0.0365448460665353,NA,0.141220013888063,NA,0.073796436589363,0.0738913440303522,0.423466658758605,0.210978964692984,0.056581753929897,0.501483565980325,0.341444758554219,0.254560040792909,NA,NA,NA,0.512930076541162,0.317960956231344,0.0617811805106538,0.169269791170264,0.335179588751275,NA,0.311767592042774,0.133276495305177,0.256616571109091,0.0814590624925295,NA,0.313929355170738,NA,0.395926270269433,0.454601155447143,0.343665837417156,0.402346189507306,0.219653285697637,0.0590329942547208,0.29496753499867,0.228519783981869,0.493320239964624,0.217118053236418,0.0930644270356772,0.132449000376789,0.423138119056035,0.171685006700088,0.32347043518823,0.333800009953074,NA,NA,0.264044222126636,0.0808410296341653,0.484840690419318,0.243648387590314,0.393645106004546,0.374417673575586,NA,NA,0.13918144641681
0.41350699512904,0,0.499610886016567,0.28711360538816,0.324864891319854,0.141837451571079,0.0841177144430262,0.377058124215528,NA,0.273541446657952,NA,0.347481069591153,0.41910188196463,0.110502077291697,0.230600553533016,0.447900051062166,0.221334894061443,0.0772417173678909,0.2240639269765,NA,NA,NA,0.177692818529274,0.17243218900055,0.353492988559396,0.244360159113644,0.134097250829145,NA,0.224827964785637,0.287653161303298,0.171429686292469,0.400333107612326,NA,0.189012861946909,NA,0.173528631404451,0.180098442129725,0.112855368438679,0.0198990177748254,0.193863536196961,0.428532182186143,0.164854504810983,0.257131540658235,0.189066154939255,0.210668353790804,0.327874551348837,0.472366430756785,0.123732401048117,0.268858400920759,0.109284391867619,0.204086768160211,NA,NA,0.179521104450681,0.344737977385328,0.225885326010052,0.200667044734145,0.189519695922966,0.151073094387151,NA,NA,0.51495848665933
0.138530041464704,0.499610886016567,0,0.287379699524519,0.181436005107122,0.527191881362443,0.421545095503643,0.158642263574833,NA,0.250855960606683,NA,0.164817302401222,0.0853762617440763,0.532375865405084,0.332026418006347,0.0820911188766865,0.622276826607655,0.422769955089924,0.380409776777938,NA,NA,NA,0.624974309545255,0.437758879808537,0.168695639946238,0.27080556110252,0.447899073117659,NA,0.440237350486957,0.253027447564501,0.365944338283071,0.100991668160236,NA,0.436690939060469,NA,0.516493648165359,0.57314644933184,0.4520342967134,0.492648527383566,0.314119056612567,0.0857218693980925,0.410997885922312,0.358893951871705,0.609828425481392,0.330916405024919,0.219242106585896,0.0308870451138388,0.534455459329634,0.297380411179558,0.427291549726794,0.459498405110647,NA,NA,0.326395669729133,0.212368513752898,0.60773034360711,0.361578717649146,0.516627625282211,0.491744802770745,NA,NA,0.0225120012492368
0.15824555535353,0.28711360538816,0.287379699524519,0,0.125747982413756,0.257861302152004,0.241241889095028,0.129457013256973,NA,0.0633839715148053,NA,0.129355467709849,0.204565892288278,0.273324384882482,0.0589327400172076,0.210617407314839,0.343801550698689,0.228150506504622,0.0964776889905872,NA,NA,NA,0.35914955026291,0.162008182910908,0.120132897878628,0.0802127747969699,0.184414804148615,NA,0.153865501361226,0.0430648413433847,0.116094373665792,0.19565713385514,NA,0.156462618523631,NA,0.238737763371456,0.297883727753167,0.196814485540798,0.271903218756822,0.114771960940551,0.201703393017381,0.142740957493251,0.0715176218879551,0.337277663190311,0.0765238631474829,0.068142936057153,0.271712254808537,0.271115938218207,0.018257434577761,0.183054740784249,0.175565070171655,NA,NA,0.194566075402913,0.0774371121954518,0.326749763981208,0.0925168456384022,0.235705873856021,0.21909321345875,NA,NA,0.293068816811602
0.0986328776457641,0.324864891319854,0.181436005107122,0.125747982413756,0,0.346153685171763,0.252765046799087,0.0651324233779914,NA,0.0729096827665885,NA,0.0249133626494516,0.096729337817862,0.350964188905018,0.156457019374669,0.123145126358342,0.442490157770901,0.24994458421226,0.207196597495939,NA,NA,NA,0.443545617023297,0.258830270746958,0.0393553295031472,0.0894354513261951,0.266758321393011,NA,0.268100574998181,0.0835534401756238,0.184709093377757,0.0807678494672842,NA,0.25946917517833,NA,0.337176349740255,0.392787369030769,0.270599254600553,0.315854526537836,0.133914205136351,0.103875922397718,0.23086443014134,0.192715737495677,0.428871399206908,0.151217994760367,0.0707788472679414,0.158927776432681,0.353039178633005,0.129145353895536,0.246116790375128,0.284120025238385,NA,NA,0.166140795974952,0.0795575404447362,0.42894901356336,0.183011664575237,0.338545404635104,0.311401384953116,NA,NA,0.193527720119437
0.412239739777024,0.141837451571079,0.527191881362443,0.257861302152004,0.346153685171763,0,0.191406654707992,0.379074636248368,NA,0.276954138351563,NA,0.362720488181901,0.441887888824536,0.0358368152436975,0.201458938864821,0.459305806461243,0.101104372434819,0.171446293673113,0.164651117689098,NA,NA,NA,0.101296979160269,0.0962299339762822,0.361635043935213,0.256791469592828,0.0794308081254534,NA,0.127781476355939,0.279415189520262,0.161492307435851,0.426914142508155,NA,0.105239530930809,NA,0.0379097167837708,0.0501465659931736,0.0800022601560016,0.12406648629798,0.219489704741435,0.445201600019133,0.117400026212303,0.198356317805525,0.082739524424677,0.196973548248821,0.319181914956084,0.50498132743028,0.023277282349012,0.242003278126335,0.109474610266175,0.0996820168734678,NA,NA,0.256910844037258,0.332595180820404,0.0952784524006751,0.16860603634995,0.0541287530766323,0.0393664578306715,NA,NA,0.537601524424304
0.346686638609704,0.0841177144430262,0.421545095503643,0.241241889095028,0.252765046799087,0.191406654707992,0,0.310230288314509,NA,0.212373670068106,NA,0.27668197547875,0.343639070725591,0.170111292512582,0.192546333026529,0.375481914871261,0.285923457995654,0.0216389546791119,0.205023601665534,NA,NA,NA,0.253004076362939,0.177393062643944,0.285184869321154,0.181819456056383,0.145399723276317,NA,0.228447893626516,0.230857789468042,0.136935157680885,0.324128549795441,NA,0.192968997880111,NA,0.212347887239989,0.238472496558351,0.127280020396455,0.0859107236665793,0.131888917772025,0.354794150133153,0.156053352696088,0.231873490078838,0.25725586534629,0.167640752785852,0.268217365778946,0.39337796003522,0.180778152913243,0.223773437118812,0.104233731631178,0.216438122715135,NA,NA,0.0968402179860436,0.285648340312374,0.285213282410952,0.170839719327461,0.225600093876872,0.183203036866802,NA,NA,0.438006457948774
0.0365448460665353,0.377058124215528,0.158642263574833,0.129457013256973,0.0651324233779914,0.379074636248368,0.310230288314509,0,NA,0.105447432221815,NA,0.0414583414508433,0.0796950643856606,0.389112451688063,0.178682244765839,0.0814294825728477,0.470100726375292,0.304900385746949,0.224458467923012,NA,NA,NA,0.47933645142372,0.285816201262105,0.0262489409587808,0.132950727938544,0.301290379418975,NA,0.283180361759485,0.0996820168734677,0.22174515554908,0.0777363271727365,NA,0.282776361048594,NA,0.364261131648831,0.422459018576846,0.309001601057277,0.366042475884589,0.183194668510861,0.0730447313798978,0.261674644840287,0.200869944821969,0.460705076293107,0.182850038410957,0.0616392198898965,0.14592296189335,0.389222191219088,0.141008941127567,0.288092136783581,0.30390246826511,NA,NA,0.228641466771667,0.0537878067284357,0.454139873295559,0.210593489412537,0.362801991960666,0.341746735164744,NA,NA,0.163612989347819
NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.141220013888063,0.273541446657952,0.250855960606683,0.0633839715148053,0.0729096827665885,0.276954138351563,0.212373670068106,0.105447432221815,NA,0,NA,0.0860406386985271,0.165490959862871,0.284789095503656,0.083550818932343,0.183145646176023,0.371438439282992,0.204179035987752,0.134405575156425,NA,NA,NA,0.3760810469798,0.18705961858349,0.0851476494557288,0.0305949456331098,0.198083410832461,NA,0.195307581784475,0.0244967070324457,0.11708620175195,0.151951954791193,NA,0.186933128807155,NA,0.265724311534594,0.322336394886901,0.204378449517882,0.261627771043086,0.0809953039660039,0.168258859823097,0.160212439278488,0.12226698595678,0.359376934785551,0.0801253553583722,0.0558493235903976,0.230370601917803,0.285614602923053,0.0603719475017553,0.182719435931166,0.211273570242882,NA,NA,0.145874926352695,0.073299144335069,0.357200821378625,0.110913558397457,0.266402588154895,0.240964837008729,NA,NA,0.260668361433912
