"Abraham Lincoln","Adolf Hitler","Albert Einstein","Alexander the Great","Andrew Jackson","Barack Obama","Benito Mussolini","Benjamin Franklin","Bill Clinton","Bill Gates","Charlemagne","Christopher Columbus","Cleopatra","Constantine the Great","Dwight D. Eisenhower","Elizabeth I of England","Elizabeth II","Fidel Castro","Franklin D. Roosevelt","Gautama Buddha","Genghis Khan","George H. W. Bush","George W. Bush","George Washington","Harry Truman","Henry Ford","Henry VIII of England","Hillary Clinton","Jesus Christ","Joan of Arc","John Adams","John F. Kennedy","Joseph Stalin","Julius Caesar","Karl Marx","Lyndon B. Johnson","Mahatma Gandhi","Malcolm X","Mao Zedong","Margaret Thatcher","Martin Luther King Jr.","Mikhail Gorbachev","Mother Teresa","Napoleon Bonaparte","Nelson Mandela","Pope Francis","Pope John Paul II","Prophet Muhammad","Queen Victoria","Richard Nixon","Robert E. Lee","Ronald Reagan","Rosa Parks","Saddam Hussein","Theodore Roosevelt","Thomas Edison","Thomas Jefferson","Ulysses S. Grant","Vladimir Lenin","Vladimir Putin","Winston Churchill","Woodrow Wilson"
0,0.177594019056876,NA,0.294049492356117,0.100287801308038,0.0762864350816955,0.294342936296544,0.0545763244196662,0.220435035391173,0.218863529052473,0.172780271086101,0.300461915273132,NA,0.233947456696835,NA,NA,0.307066208712848,NA,0.0752158509810283,0.151020889225682,0.103012140605856,0.15104285011934,0.146697667763451,0.0128379126886143,0.23725952299212,0.0895785002935754,0.313094253082604,0.222795728881557,0.156802060562838,0.111691028243726,NA,0.0732173566922996,0.239872512770306,0.221535984986477,0.223370554156876,NA,0.0828255154797993,NA,0.295141755064461,NA,NA,NA,0.148293955244623,0.0733244686456669,0.122683880933343,0.167505309688108,0.092318802242979,0.163572542267916,0.304024884276,0.298659799336424,0.0721374903180581,0.0410000936312678,0.132116424321317,0.31496032730083,NA,0.0639102186132737,0.0270715997111124,0.0128960030879524,0.233948255429012,0.231170552967512,0.144905648743309,0.296521276475992
0.177594019056876,0,NA,0.181275594377029,0.14735062301853,0.105043715821035,0.188866337246039,0.156787759459787,0.117409026915659,0.125085179903844,0.013792214860145,0.154685610797999,NA,0.0888637981289638,NA,NA,0.155288440871977,NA,0.149275769633103,0.0645068161685352,0.0762790863041158,0.0888133168913382,0.115853330628654,0.185314434521929,0.0764967998449586,0.147306548453062,0.155101814133474,0.137684848428088,0.050832305849193,0.0729738595037449,NA,0.115858169275348,0.0727712857200792,0.107863225346245,0.099064096257466,NA,0.0951888800617834,NA,0.168019072351831,NA,NA,NA,0.0773428053989994,0.136794721533444,0.0687983020651684,0.0208211214577563,0.0852930181503925,0.0344303717826033,0.162776653264818,0.177207446602245,0.126107666743237,0.159181712514602,0.069298955178523,0.152232012453154,NA,0.15176762374077,0.16623208268037,0.169454007680503,0.079841088222525,0.0941566013066222,0.100257984806321,0.162510394926551
NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.294049492356117,0.181275594377029,NA,0,0.313084852987841,0.224938609639138,0.0128379126886143,0.303304456996836,0.0750765990877605,0.0752239246498314,0.17137209897825,0.0620499113283023,NA,0.0945077141578995,NA,NA,0.0755882012869094,NA,0.305363818726017,0.152872636313173,0.228426359351925,0.144378881202452,0.148497632694046,0.29431627166453,0.115687081005483,0.309229247908352,0.0915591728960292,0.0723211716444006,0.155175588619331,0.234795970114183,NA,0.222283525160222,0.126790393185781,0.0783002665205283,0.0833965931449732,NA,0.227259308509186,NA,0.0256758253772285,NA,NA,NA,0.150153198175521,0.222283525160222,0.237980837470845,0.169255676255907,0.226184566319921,0.160932042639305,0.0525574237570925,0.0149900357171204,0.221912490760332,0.298746910808618,0.243732005035057,0.104887501679479,NA,0.302765981756791,0.298348837202522,0.293121502613769,0.107037174783438,0.0873692913971569,0.149189684356816,0.0385137380658428
0.100287801308038,0.14735062301853,NA,0.313084852987841,0,0.102885083840811,0.317441320362928,0.0458863532639869,0.239191670673184,0.242201336410807,0.150789022422618,0.298985594319783,NA,0.230256953441365,NA,NA,0.301207288362678,NA,0.0250719503270094,0.160991248953072,0.0848008544316592,0.175464253346499,0.186890088090379,0.113122330262247,0.222826759102719,0.0107157128865461,0.302135800396005,0.250978734257766,0.157951417879672,0.0789064711810158,NA,0.115144706285763,0.220079352300049,0.23478721563341,0.231013077410676,NA,0.093187102198581,NA,0.305805925019346,NA,NA,NA,0.166361584897501,0.13572918915221,0.0789774834688371,0.149680799598742,0.089640537620185,0.154308251559398,0.305833879125096,0.312881712148278,0.12520202108822,0.0593020811354793,0.078652671884772,0.299581860967095,NA,0.036379222808316,0.0733620482384736,0.0874969888056783,0.224278670520128,0.232235095099392,0.176843276863281,0.302917924670693
0.0762864350816955,0.105043715821035,NA,0.224938609639138,0.102885083840811,0,0.226918645846082,0.0796559804599636,0.14997669030858,0.150258941191605,0.0983385259662035,0.225654177750137,NA,0.158220919402292,NA,NA,0.231636488789227,NA,0.086649306531942,0.075867034432507,0.041326937459297,0.0807070285591569,0.085772010540165,0.081893013823671,0.160974708204661,0.0952207744771739,0.2371492356722,0.156576666465739,0.0806329046438029,0.0551417560936036,NA,0.0156367678544347,0.163764349321325,0.149189684356816,0.149504983881669,NA,0.0146719002155592,NA,0.223152106571121,NA,NA,NA,0.075243794605346,0.0412828288395418,0.0680802256393695,0.0924563379986802,0.0265418261519962,0.0874969888056783,0.229876841102255,0.227848706922884,0.0284530882465104,0.0738722445665819,0.0802333153571807,0.238751242167127,NA,0.081063378212869,0.0739809341778531,0.0713476411674908,0.157748989586203,0.156080611501585,0.0783002665205283,0.223363025037943
0.294342936296544,0.188866337246039,NA,0.0128379126886143,0.317441320362928,0.226918645846082,0,0.305881074521358,0.0783002665205283,0.0766706474212317,0.178417286580189,0.0748878240169166,NA,0.103694205480044,NA,NA,0.0884131848170381,NA,0.308788563361141,0.156600533041057,0.232647701279975,0.146215383242593,0.147941660506888,0.294049492356117,0.1258258167978,0.313201066082113,0.1043767365236,0.0715575097378688,0.159957231455483,0.239659165509411,NA,0.223392930873509,0.137252930346525,0.0833965931449732,0.0900481857873415,NA,0.230039562202225,NA,0.0385137380658428,NA,NA,NA,0.152872636313173,0.221912490760332,0.243458150486962,0.175850673053382,0.22962816934672,0.166822592088059,0.0653386209184879,0.0275386660952718,0.222283525160222,0.300789019826729,0.249712254278511,0.117720556318928,NA,0.305745272626346,0.299792144033169,0.293977039055325,0.11671785375841,0.0957686714594731,0.14997669030858,0.0513516507544571
0.0545763244196662,0.156787759459787,NA,0.303304456996836,0.0458863532639869,0.0796559804599636,0.305881074521358,0,0.228232401753603,0.229245180422656,0.156158410933172,0.298418820193514,NA,0.229457013013061,NA,NA,0.302711047585027,NA,0.020928539822229,0.151257033371895,0.0820184156027102,0.159842414817485,0.16486205925816,0.0673822314321421,0.226954669988664,0.0352363794405492,0.306036660837481,0.236047486517682,0.152240604567455,0.0839326239005305,NA,0.087137999496508,0.226724016567685,0.226229173854357,0.224941932506664,NA,0.0760853130497065,NA,0.299738535085095,NA,NA,NA,0.153164800941531,0.101993544816535,0.090773634185826,0.152882414686018,0.0788614636586304,0.153477717341623,0.30384044044652,0.305285940536489,0.09398428096255,0.013669735933785,0.0964758016586326,0.305525784585786,NA,0.00978604165410867,0.0275369696856176,0.0419329037093723,0.226165357588618,0.229251701267197,0.157956149939288,0.298768176538209
0.220435035391173,0.117409026915659,NA,0.0750765990877605,0.239191670673184,0.14997669030858,0.0783002665205283,0.228232401753603,0,0.0107679001086511,0.105308881131268,0.0888453968334685,NA,0.051888308157771,NA,NA,0.0997708131220952,NA,0.23058964551113,0.0783002665205283,0.154390877705603,0.0697082819365606,0.0783002665205283,0.221535984986477,0.0761104823682131,0.234900799561585,0.111744970215814,0.0236628617376786,0.082210137398882,0.161724299741821,NA,0.147941660506888,0.0883709046138589,0.0128379126886142,0.0256758253772285,NA,0.152202857022178,NA,0.0750765990877605,NA,NA,NA,0.0750765990877605,0.150153198175521,0.166139037267376,0.101420320920469,0.1514027394107,0.0908009058205665,0.0887170074646094,0.0782650580885942,0.148497632694046,0.223725807391044,0.173113322140771,0.119992331574485,NA,0.227776525547876,0.223597145543454,0.218856058334911,0.065109427233312,0.0409465069118355,0.075867034432507,0.0783002665205283
0.218863529052473,0.125085179903844,NA,0.0752239246498314,0.242201336410807,0.150258941191605,0.0766706474212317,0.229245180422656,0.0107679001086511,0,0.112565938696682,0.0961420817726765,NA,0.0626545304342127,NA,NA,0.107706763245233,NA,0.232563149546766,0.0813349288060209,0.157515460235976,0.069551960322976,0.0742739790407377,0.219347089096229,0.0868173527851683,0.237486435421597,0.120324739788186,0.0133516307317286,0.0868431771928938,0.165607031393293,NA,0.147108525833272,0.0990428734412388,0.0235679092259901,0.0363946290298458,NA,0.153506934960799,NA,0.078790939710044,NA,NA,NA,0.0764607609623715,0.147481500673719,0.170740419276496,0.108193174984401,0.153554401734819,0.0968643314189314,0.0949982722021812,0.0804077990326792,0.14673460295617,0.224131151372092,0.178265097067408,0.129116426869069,NA,0.229247014428931,0.223323492999043,0.217911198079656,0.0758269998679031,0.0517142569443632,0.073973356363929,0.083529245521119
