"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255,0.419381700399757,0.287417805155255
0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971,0.435442496245821,0.257419281597971
0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185,0.402526858838285,0.236796113828185
0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443,0.421902632303502,0.256647803480443
0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366,0.403851409601485,0.27263001230366
0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985,0.407682735174469,0.257618193736985
0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818,0.476964150049584,0.234891331243818
0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655,0.374596649720173,0.277280590894655
0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929,0.425218201522099,0.266392479160929
0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428,0.421660518748729,0.255932036205428
