"x","y"
NA,NA
0.140807557857688,0.34693820956688
0.315970224333574,0.360002828337181
0.369680323722589,0.519197627427144
0.135968810164984,0.32322834587263
0.156291550474341,0.51387500496517
NA,NA
NA,NA
0.154356051397259,0.505165259118302
0.320325097257008,0.339196213258554
NA,NA
0.354196331105936,0.296131358793488
0.356615704952288,0.277260242791942
0.284034489561727,0.568552853892725
0.137420434472795,0.417100051111089
0.353228581567395,0.28693773817735
0.0803232116988872,0.403551557571517
0.211937148940437,0.321776721564819
NA,NA
0.374035196646023,0.508068507733925
NA,NA
0.360486703106451,0.563230231430751
0.362422202183533,0.554036610814613
0.351293082490314,0.308228228025248
0.13209781201082,0.434035668035553
0.319357347718467,0.348389833874691
0.14371080647331,0.267098872637263
NA,NA
0.390970813570487,0.374035196646023
0.283066740023187,0.583552971740108
NA,NA
0.376454570492375,0.49016514127092
0.139839808319147,0.33484134033512
0.219679145248764,0.285969988638809
0.212421023709708,0.210001649863356
0.0822587107759688,0.38226106772362
0.380809443415808,0.477584397269889
0.274356994176319,0.508068507733925
NA,NA
0.243389008943014,0.43016466988139
0.271937620329967,0.528391248043282
NA,NA
0.390003064031946,0.353712456336666
NA,NA
0.373067447107482,0.499358761887058
0.390970813570487,0.343551086181987
0.390486938801216,0.366293200337696
0.177098165552968,0.475165023423537
0.0832264603145096,0.393390187416839
0.216292021863871,0.29855073263984
0.144678556011851,0.255485878174774
0.245808382789366,0.351776957259584
0.273873119407049,0.519681502196415
0.21484039755606,0.309679852333059
0.308228228025248,0.233227638788335
0.321776721564819,0.326615469257523
NA,NA
0.305324979409625,0.260324625867478
0.328067093565334,0.444197038190231
0.140323683088417,0.359518953567911
0.188711160015458,0.45387453357564
0.132581686780091,0.424358172650145
