"x","y"
0.6505287498873,0.132923925067224
NA,NA
0.193984385345455,0.113196699438873
0.625634869927713,0.284635684066212
0.585241026974423,0.14043905863993
0.609665211085715,0.100045215686639
0.737892177669998,0.211363131732336
0.535922962903544,0.0981664322934625
0.567862280587542,0.0511968474640546
0.196802560435219,0.129636054129166
NA,NA
0.413802042347084,0.301075038756505
0.628922740865772,0.297787167818446
0.628453045017478,0.311878043267269
NA,NA
0.176605638958574,0.296378080273564
0.152181454847282,0.281817508976447
NA,NA
0.649589358190712,0.117893657921814
0.297317471970152,0.307181084784328
0.739770961063175,0.241423666023157
0.524650262544486,0.117893657921814
0.590877377153952,0.0812573817548757
0.518544216516663,0.0779695108168171
0.451847406058904,0.120242137163284
0.192105601952278,0.0962876489002862
NA,NA
0.621407607293067,0.0695149855475237
0.293559905183799,0.346165840192736
0.299665951211622,0.360726411489853
0.637377266135065,0.0497877599191724
0.648649966494123,0.0821967734514639
NA,NA
NA,NA
0.520892695758134,0.340999185861501
0.513847258033723,0.136211796005283
NA,NA
0.796134462858464,0.131045141674048
0.740710352759763,0.281347813128153
0.185529860076161,0.311408347418974
0.790498112678935,0.146545104667753
0.523241174999604,0.352741582068853
NA,NA
0.741180048608057,0.268196329375919
NA,NA
0.297787167818446,0.378105157876734
0.292150817638917,0.332544660592208
0.294499296880388,0.320332568536562
NA,NA
0.544847184021132,0.0657574187611711
0.434938355520317,0.0488483682225842
0.471574631687255,0.0962876489002862
0.797073854555052,0.116014874528638
0.738361873518292,0.226393398877746
0.447150447575963,0.0784392066651112
0.19116621025569,0.0793785983616994
0.504453341067841,0.0493180640708783
0.472514023383844,0.0648180270645829
0.524180566696192,0.327847702109267
0.740240656911469,0.254105453927097
NA,NA
0.584771331126129,0.120242137163284
