"x","y"
0.493133737923106,0.23552656139611
0.687127713715885,0.417954500691758
0.598279524260655,0.0667675743243438
0.076756424026411,0.393245240902434
0.444240947276146,0.122494841083245
0.395873885560873,0.148255558735945
0.688704900510948,0.440035115822644
NA,NA
0.476310412109098,0.150884203394383
NA,NA
NA,NA
NA,NA
0.0935797498404189,0.420583145350197
0.236052290327798,0.444240947276146
NA,NA
NA,NA
0.381679204405304,0.42689189253045
0.780707463556303,0.391142325175683
0.527831847414497,0.274430502341004
0.145626914077506,0.300191219993703
0.260761550117122,0.41059429564813
0.335415058416782,0.0793850686848497
0.307551425037332,0.198725536177968
0.298088304266952,0.153512848052822
0.493659466854794,0.294933930676826
0.348032552777288,0.266018839434
0.45948708629509,0.425314705735387
0.261813007980498,0.116186093902992
0.0583559114173399,0.29861403319864
0.171913360661893,0.414800127101632
0.36853598111311,0.217651777718727
0.365907336454672,0.185582312885775
0.773347258512675,0.416903042828383
0.156141492711261,0.442138031549395
0.729711757182592,0.0599330982124031
NA,NA
0.145101185145818,0.273904773409316
0.63455482054711,0.130906503990249
0.16560461348164,0.386936493722181
0.495236653649857,0.398502530219312
0.687127713715885,0.102517141679111
0.778604547829552,0.364855878591296
NA,NA
0.445818134071209,0.45265261018315
NA,NA
0.192416788997715,0.318066003671087
0.0594073692807153,0.278110604862818
NA,NA
0.414274398169944,0.393245240902434
0.414274398169944,0.0946312077037944
0.401656903809438,0.242886766439739
0.445818134071209,0.182427939295648
0.718145720685462,0.135112335443751
0.689230629442636,0.396399614492561
0.439509386890956,0.268121755160751
0.606691187167659,0.10041422595236
0.444240947276146,0.215548861991976
0.344352450255474,0.121443383219869
NA,NA
0.771244342785924,0.441612302617707
0.352764113162478,0.450023965524711
NA,NA
