"x","y"
0.638667384364602,0.329592080221318
0.285911202119697,0.113835015658768
0.761768040832805,0.266056257528052
0.480489659117825,0.3249592598166
0.581088045048829,0.249510470368347
0.234950177667807,0.246201312936406
0.369963800890997,0.110525858226827
0.608884967477133,0.308413472656896
NA,NA
0.510933907491681,0.269365414959993
NA,NA
0.596972000722146,0.268703583473604
0.676391779088728,0.266056257528052
0.232302851722254,0.210462412671444
0.430852297638711,0.293191348469967
0.69029024030288,0.306427978197731
0.139646443627908,0.279954718742204
0.361359991567951,0.130380802818473
0.384524093591537,0.315031787520778
NA,NA
NA,NA
NA,NA
0.13898461214152,0.213771570103385
0.324297428330212,0.281940213201368
0.594324674776593,0.286573033606086
0.491740794386424,0.245539481450018
0.314369956034389,0.24487764996363
NA,NA
0.326944754275765,0.334886732112423
0.510272076005293,0.293853179956356
0.396437060346525,0.24487764996363
0.661831486388188,0.251495964827512
NA,NA
0.326282922789377,0.298486000361073
NA,NA
0.245539481450018,0.282602044687756
0.188621973620634,0.265394426041664
0.311722630088837,0.223699042399208
0.287234865092474,0.133689960250414
0.452030905203133,0.213771570103385
0.678377273547893,0.285911202119697
0.35077068778574,0.265394426041664
0.410335521560677,0.338857721030752
0.152221241869283,0.247524975909182
0.430852297638711,0.26671808901444
0.547334639243032,0.311722630088837
0.739927601781995,0.244215818477241
0.228993694290313,0.223699042399208
0.467914860876449,0.311722630088837
0.338195889544364,0.209800581185056
0.305104315224955,0.317017281979942
NA,NA
NA,NA
0.464605703444508,0.131042634304861
0.557923943025243,0.325621091302989
0.154868567814836,0.297824168874685
0.400408049264854,0.278631055769427
0.246201312936406,0.299147831847461
0.270027246446381,0.264070763068887
NA,NA
NA,NA
0.771033681642239,0.286573033606086
