"x","y"
NA,NA
0.476574620189514,0.322428309422002
0.704091882370384,0.343295277255158
0.821216153433909,0.181071430552231
0.0693321834456496,0.273963093809509
0.207996550336949,0.343968405249776
0.485325284119548,0.241652950067847
0.70880377833271,0.286079397712632
NA,NA
0.69870685841344,0.361469733109843
NA,NA
0.282713757739542,0.221459110229308
0.82390866541238,0.198572758412298
0.827947433380088,0.105681095155019
0.0780828473756831,0.288771909691104
0.47455523620566,0.0807753593541549
0.47118959623257,0.0605815195156162
0.47118959623257,0.300888213594227
0.0720246954241215,0.203284654374623
0.626682162989319,0.13529872691821
0.813138617498493,0.222132238223926
0.0646202874833239,0.0821216153433909
0.063274031494088,0.111739247106581
0.0578890075371444,0.247711102019408
0.0444264476447852,0.0599083915209982
0.0491383436071109,0.189148966487646
0.459746420324065,0.015481943876213
0.183090814536085,0.133279342934356
0.628028418978555,0.0538502395694366
0.829966817363942,0.123855551009704
0.0585621355317623,0.225497878197016
NA,NA
0.47792087617875,0.279348117766452
0.818523641455437,0.0767365913864472
NA,NA
0.0531771115748187,0.174340150606051
0.634086570930116,0.0733709514133574
0.210689062315421,0.362142861104461
0.615238987080813,0.153473182772894
0.208669678331567,0.108373607133491
NA,NA
0.825928049396234,0.163570102692164
0.836024969315504,0.144049390848243
0.703418754375766,0.310312005518879
0.209342806326185,0.301561341588845
0.634086570930116,0.111739247106581
0.617931499059285,0.0336563997308979
0.640144722881678,0.0922185352626602
NA,NA
NA,NA
0.0417339356663134,0.0410608076716954
NA,NA
0.205304038358477,0.31637015747044
0.477247748184132,0.34598778923363
0.0585621355317623,0.137991238896681
0.704091882370384,0.329159589368181
NA,NA
0.0558696235532905,0.156838822745984
0.485325284119548,0.26050053391715
NA,NA
0.461765804307919,0.0336563997308979
NA,NA
