"V1","V2","V3","V4","V5","V6"
0.486211811789359,0.278050808603429,0.486211811789359,0.278050808603429,0.486211811789359,0.278050808603429
0.4032490931283,0.237826460161703,0.4032490931283,0.237826460161703,0.4032490931283,0.237826460161703
0.47364170290132,0.249893764694221,0.47364170290132,0.249893764694221,0.47364170290132,0.249893764694221
0.395204223439955,0.264475091004346,0.395204223439955,0.264475091004346,0.395204223439955,0.264475091004346
0.397718245217563,0.283078852158645,0.397718245217563,0.283078852158645,0.397718245217563,0.283078852158645
0.452021115613893,0.303693830735029,0.452021115613893,0.303693830735029,0.452021115613893,0.303693830735029
