"Yrian","Eleanor","Jennifer","Julia","Arshiya","Myself"
0,0.0921998421646991,0.0308354789027547,0.0920145708325843,0.0886362936194318,0.0427383702193335
0.0921998421646991,0,0.0714194605785929,0.0278364770416433,0.0455891353291171,0.0819586522801526
0.0308354789027547,0.0714194605785929,0,0.079781283903021,0.0828590457142654,0.0579818669986453
0.0920145708325843,0.0278364770416433,0.079781283903021,0,0.01877285898803,0.0690381690253143
0.0886362936194318,0.0455891353291171,0.0828590457142654,0.01877285898803,0,0.0580842411931616
0.0427383702193335,0.0819586522801526,0.0579818669986453,0.0690381690253143,0.0580842411931616,0
